Variant SKU,Variant Price,Variant Cost,Variant Inventory Qty,Variant Command
3343025,4859,3037.0,1,UPDATE
3343032,4859,3035.0,1,UPDATE
3343044,5859,3659.0,0,UPDATE
3343208,3149,1966.0,37,UPDATE
3343217,3239,2019.0,6,UPDATE
3343219,3419,2135.0,6,UPDATE
3343226,3209,2003.0,36,UPDATE
3343232,3879,2424.0,15,UPDATE
3343281,3269,2041.0,5,UPDATE
3343283,3139,1960.0,6,UPDATE
3343287,3309,2067.0,5,UPDATE
3343292,3189,1993.0,19,UPDATE
3343293,3499,2186.0,25,UPDATE
3343305,3959,2474.0,25,UPDATE
3343335,5799,3620.0,11,UPDATE
3343358,3239,2019.0,5,UPDATE
3343364,3909,2441.0,15,UPDATE
3343417,3619,2261.0,1,UPDATE
3343440,5219,3261.0,1,UPDATE
3343447,4869,3038.0,1,UPDATE
3343459,6229,3891.0,0,UPDATE
3343613,3819,2386.0,1,UPDATE
3343629,5119,3200.0,1,UPDATE
3343636,5029,3140.0,1,UPDATE
3343648,6019,3760.0,0,UPDATE
3343784,3399,2122.0,37,UPDATE
3343802,3439,2148.0,36,UPDATE
3343845,3459,2162.0,5,UPDATE
3343851,3559,2225.0,5,UPDATE
3343856,3429,2139.0,19,UPDATE
3343857,3689,2305.0,14,UPDATE
3343887,6039,3773.0,6,UPDATE
3343910,3469,2165.0,5,UPDATE
3343957,3409,2130.0,1,UPDATE
3343994,5149,3214.0,1,UPDATE
3344001,4789,2988.0,1,UPDATE
3344195,3679,2300.0,1,UPDATE
3344225,4969,3102.0,1,UPDATE
3344232,4959,3098.0,1,UPDATE
3344244,5969,3726.0,0,UPDATE
3344303,4799,2997.0,12,UPDATE
3344408,3199,1995.0,37,UPDATE
3344417,3279,2044.0,6,UPDATE
3344419,3469,2166.0,6,UPDATE
3344426,3249,2029.0,36,UPDATE
3344483,3179,1986.0,6,UPDATE
3344487,3349,2093.0,5,UPDATE
3344493,3479,2175.0,25,UPDATE
3344505,3999,2500.0,25,UPDATE
3344535,5969,3731.0,11,UPDATE
3344558,3279,2046.0,5,UPDATE
3344617,1319,819.0,1,UPDATE
3344624,1309,817.0,1,UPDATE
3344654,2109,1313.0,1,UPDATE
3344661,2019,1261.0,1,UPDATE
3344673,2229,1391.0,0,UPDATE
3344848,1539,960.0,6,UPDATE
3344854,1439,895.0,6,UPDATE
3344896,2279,1421.0,2,UPDATE
3344910,1309,813.0,5,UPDATE
3344916,1329,827.0,5,UPDATE
3344922,1249,777.0,25,UPDATE
3344928,1569,978.0,14,UPDATE
3344934,1569,979.0,14,UPDATE
3344964,2279,1425.0,11,UPDATE
3348183,3189,1990.0,24,UPDATE
3348189,3279,2044.0,24,UPDATE
3348199,4149,2593.0,24,UPDATE
3348209,4679,2924.0,24,UPDATE
3348213,4209,2630.0,24,UPDATE
3348219,4419,2759.0,24,UPDATE
3348229,5199,3244.0,24,UPDATE
3348233,4589,2868.0,24,UPDATE
3348239,5009,3130.0,24,UPDATE
3348249,5499,3432.0,24,UPDATE
3348253,4759,2972.0,24,UPDATE
3348259,5359,3348.0,24,UPDATE
3348263,3569,2226.0,24,UPDATE
3348269,3659,2287.0,24,UPDATE
3348273,3369,2103.0,24,UPDATE
3348279,3469,2167.0,24,UPDATE
3348283,3869,2416.0,24,UPDATE
3348289,3999,2495.0,24,UPDATE
3348293,3889,2429.0,24,UPDATE
3348299,4239,2644.0,24,UPDATE
3348309,5689,3555.0,24,UPDATE
3348313,4169,2601.0,24,UPDATE
3348319,4369,2729.0,24,UPDATE
3348323,4299,2683.0,24,UPDATE
3348329,4749,2968.0,24,UPDATE
3348333,4719,2950.0,24,UPDATE
3348339,5329,3327.0,24,UPDATE
3348343,5279,3294.0,24,UPDATE
3348349,5839,3649.0,24,UPDATE
3348353,5599,3494.0,24,UPDATE
3348359,6329,3952.0,24,UPDATE
3348363,3199,1996.0,24,UPDATE
3348369,3279,2049.0,24,UPDATE
3348373,4159,2597.0,24,UPDATE
3348379,4169,2602.0,24,UPDATE
3348383,4669,2918.0,24,UPDATE
3348389,4699,2933.0,24,UPDATE
3348393,4219,2636.0,24,UPDATE
3348399,4429,2763.0,24,UPDATE
3348403,5079,3171.0,24,UPDATE
3348409,5209,3253.0,24,UPDATE
3348413,4609,2878.0,24,UPDATE
3348419,5029,3139.0,24,UPDATE
3348423,5079,3173.0,24,UPDATE
3348429,5509,3441.0,24,UPDATE
3348433,4769,2978.0,24,UPDATE
3348439,5369,3352.0,24,UPDATE
3348443,3579,2233.0,24,UPDATE
3348449,3669,2291.0,24,UPDATE
3348453,3379,2110.0,24,UPDATE
3348459,3479,2172.0,24,UPDATE
3348463,3879,2423.0,24,UPDATE
3348469,3999,2499.0,24,UPDATE
3348473,3909,2439.0,24,UPDATE
3348479,4249,2653.0,24,UPDATE
3348483,5359,3348.0,24,UPDATE
3348489,5719,3573.0,24,UPDATE
3348493,4179,2607.0,24,UPDATE
3348499,4379,2733.0,24,UPDATE
3348503,4309,2693.0,24,UPDATE
3348509,4769,2977.0,24,UPDATE
3348513,4729,2956.0,24,UPDATE
3348519,5329,3331.0,24,UPDATE
3348523,5279,3300.0,24,UPDATE
3348529,5849,3653.0,24,UPDATE
3348533,5609,3503.0,24,UPDATE
3348539,6339,3961.0,24,UPDATE
3348543,3179,1984.0,24,UPDATE
3348549,3199,2000.0,31,UPDATE
3348573,4199,2624.0,24,UPDATE
3348579,4409,2751.0,31,UPDATE
3348593,4589,2863.0,24,UPDATE
3348599,4999,3124.0,31,UPDATE
3348613,4749,2967.0,24,UPDATE
3348619,5349,3339.0,31,UPDATE
3348623,3559,2221.0,24,UPDATE
3348629,3649,2278.0,31,UPDATE
3348633,3359,2097.0,24,UPDATE
3348639,3459,2158.0,31,UPDATE
3348643,3799,2369.0,24,UPDATE
3348649,3979,2486.0,31,UPDATE
3348653,3879,2425.0,24,UPDATE
3348659,4229,2638.0,31,UPDATE
3348673,4159,2595.0,24,UPDATE
3348679,4359,2721.0,31,UPDATE
3348683,4289,2679.0,24,UPDATE
3348689,4739,2962.0,31,UPDATE
3348693,4719,2944.0,24,UPDATE
3348699,5309,3318.0,31,UPDATE
3348703,5269,3289.0,24,UPDATE
3348709,5829,3640.0,31,UPDATE
3348713,5589,3490.0,24,UPDATE
3348719,6319,3946.0,31,UPDATE
3348729,3179,1987.0,86,UPDATE
3348739,4009,2506.0,40,UPDATE
3348749,4459,2783.0,40,UPDATE
3348759,4389,2738.0,86,UPDATE
3348769,4959,3095.0,40,UPDATE
3348779,4979,3112.0,86,UPDATE
3348789,5339,3333.0,40,UPDATE
3348799,5229,3267.0,86,UPDATE
3348809,3569,2226.0,86,UPDATE
3348819,3379,2112.0,86,UPDATE
3348829,3889,2430.0,86,UPDATE
3348839,4199,2625.0,86,UPDATE
3348849,5529,3451.0,40,UPDATE
3348859,4339,2708.0,86,UPDATE
3348869,4639,2896.0,86,UPDATE
3348879,5199,3246.0,86,UPDATE
3348889,5809,3627.0,86,UPDATE
3348899,6189,3863.0,86,UPDATE
3348903,3159,1971.0,45,UPDATE
3348909,3189,1992.0,109,UPDATE
3348919,4019,2510.0,51,UPDATE
3348929,4459,2786.0,51,UPDATE
3348933,4179,2612.0,45,UPDATE
3348939,4389,2743.0,109,UPDATE
3348949,4959,3097.0,51,UPDATE
3348953,4569,2853.0,45,UPDATE
3348959,4989,3116.0,109,UPDATE
3348969,5339,3335.0,51,UPDATE
3348973,4729,2955.0,45,UPDATE
3348979,5239,3272.0,109,UPDATE
3348983,3539,2208.0,45,UPDATE
3348989,3569,2231.0,109,UPDATE
3348993,3339,2084.0,45,UPDATE
3348999,3379,2111.0,109,UPDATE
3349003,3769,2356.0,45,UPDATE
3349009,3899,2434.0,109,UPDATE
3349013,3869,2415.0,45,UPDATE
3349019,4209,2629.0,109,UPDATE
3349029,5539,3459.0,51,UPDATE
3349033,4139,2583.0,45,UPDATE
3349039,4349,2713.0,109,UPDATE
3349043,4279,2669.0,45,UPDATE
3349049,4639,2900.0,109,UPDATE
3349053,4699,2932.0,45,UPDATE
3349059,5209,3251.0,109,UPDATE
3349063,5249,3277.0,45,UPDATE
3349069,5819,3632.0,109,UPDATE
3349073,5569,3480.0,45,UPDATE
3349079,6189,3867.0,109,UPDATE
3349089,3399,2125.0,88,UPDATE
3349119,4619,2887.0,88,UPDATE
3349139,5149,3213.0,88,UPDATE
3349159,5489,3428.0,88,UPDATE
3349169,3789,2366.0,88,UPDATE
3349179,3599,2249.0,88,UPDATE
3349189,4119,2575.0,88,UPDATE
3349199,4449,2778.0,88,UPDATE
3349219,4579,2858.0,88,UPDATE
3349229,4889,3051.0,88,UPDATE
3349239,5459,3409.0,88,UPDATE
3349249,5969,3728.0,88,UPDATE
3349259,6459,4035.0,88,UPDATE
3350306,739,462.0,171,UPDATE
3350312,1099,685.0,38,UPDATE
3350424,1249,780.0,18,UPDATE
3350577,1629,1015.0,57,UPDATE
3350689,1779,1109.0,67,UPDATE
3350836,799,498.0,185,UPDATE
3350954,1399,871.0,67,UPDATE
3351087,989,616.0,27,UPDATE
3351153,1469,915.0,40,UPDATE
3351167,1519,948.0,45,UPDATE
3351233,1229,768.0,40,UPDATE
3351655,2719,1698.0,73,UPDATE
3351692,719,449.0,36,UPDATE
3351716,809,505.0,6,UPDATE
3351726,1129,704.0,68,UPDATE
3351771,2599,1619.0,24,UPDATE
3351796,569,351.0,19,UPDATE
3351820,859,536.0,20,UPDATE
3351843,1139,709.0,13,UPDATE
3351846,1109,693.0,44,UPDATE
3351855,1549,965.0,14,UPDATE
3352010,3539,2209.0,73,UPDATE
3352047,1029,639.0,76,UPDATE
3352071,1329,830.0,29,UPDATE
3352081,1629,1013.0,125,UPDATE
3352126,3539,2208.0,40,UPDATE
3352151,879,549.0,49,UPDATE
3352175,1159,719.0,46,UPDATE
3352188,1369,853.0,51,UPDATE
3352198,1639,1021.0,48,UPDATE
3352201,1609,1006.0,79,UPDATE
3352210,1989,1241.0,43,UPDATE
3352365,3169,1976.0,73,UPDATE
3352402,769,478.0,76,UPDATE
3352436,1269,793.0,125,UPDATE
3352481,2969,1851.0,40,UPDATE
3352506,649,404.0,49,UPDATE
3352530,969,604.0,46,UPDATE
3352543,1029,642.0,51,UPDATE
3352553,1289,801.0,48,UPDATE
3352556,1259,786.0,79,UPDATE
3352565,1729,1081.0,43,UPDATE
3352685,1269,791.0,20,UPDATE
3352953,749,463.0,32,UPDATE
3353107,1709,1066.0,20,UPDATE
3353375,1279,799.0,32,UPDATE
3353529,1449,903.0,20,UPDATE
3353797,949,589.0,32,UPDATE
3354570,2319,1450.0,50,UPDATE
3354580,3659,2283.0,23,UPDATE
3354600,5209,3253.0,24,UPDATE
3354660,2899,1812.0,50,UPDATE
3354670,3659,2286.0,23,UPDATE
3354680,4229,2639.0,23,UPDATE
3354690,3179,1985.0,50,UPDATE
3354700,3729,2331.0,50,UPDATE
3354730,4129,2580.0,50,UPDATE
3354740,4849,3026.0,50,UPDATE
3354820,4239,2648.0,23,UPDATE
3354830,5239,3269.0,50,UPDATE
3354840,5759,3596.0,50,UPDATE
3354870,6009,3751.0,50,UPDATE
3354880,6609,4126.0,50,UPDATE
3354892,5369,3351.0,91,UPDATE
3354902,5979,3734.0,91,UPDATE
3354912,2029,1263.0,96,UPDATE
3354920,3609,2252.0,24,UPDATE
3354922,3069,1916.0,96,UPDATE
3354952,4379,2734.0,96,UPDATE
3354972,4619,2885.0,96,UPDATE
3354992,5249,3277.0,96,UPDATE
3355002,2539,1585.0,96,UPDATE
3355010,3689,2306.0,24,UPDATE
3355012,3079,1922.0,96,UPDATE
3355020,4189,2614.0,24,UPDATE
3355022,3569,2226.0,96,UPDATE
3355052,2999,1874.0,96,UPDATE
3355062,3569,2231.0,96,UPDATE
3355072,3649,2281.0,96,UPDATE
3355082,4129,2579.0,96,UPDATE
3355122,3589,2238.0,96,UPDATE
3355132,4069,2541.0,96,UPDATE
3355160,4279,2675.0,24,UPDATE
3355162,3639,2273.0,96,UPDATE
3355202,4059,2537.0,96,UPDATE
3355212,5179,3237.0,96,UPDATE
3355222,5759,3600.0,96,UPDATE
3355232,5339,3337.0,96,UPDATE
3355242,5949,3715.0,96,UPDATE
3355260,3679,2296.0,23,UPDATE
3355350,3769,2351.0,23,UPDATE
3355360,4259,2658.0,23,UPDATE
3355500,4359,2720.0,23,UPDATE
3355572,5399,3370.0,109,UPDATE
3355582,5999,3749.0,109,UPDATE
3355590,2609,1626.0,51,UPDATE
3355600,3989,2492.0,23,UPDATE
3355670,5899,3685.0,79,UPDATE
3355680,3299,2059.0,51,UPDATE
3355690,4009,2502.0,23,UPDATE
3355700,4579,2861.0,23,UPDATE
3355710,3419,2132.0,51,UPDATE
3355720,4069,2543.0,51,UPDATE
3355730,3549,2217.0,79,UPDATE
3355740,4149,2590.0,79,UPDATE
3355750,4419,2757.0,51,UPDATE
3355760,5029,3139.0,51,UPDATE
3355800,4159,2600.0,79,UPDATE
3355810,4799,2998.0,79,UPDATE
3355820,4599,2873.0,79,UPDATE
3355830,5299,3311.0,79,UPDATE
3355840,4599,2871.0,23,UPDATE
3355850,5429,3388.0,51,UPDATE
3355860,6119,3819.0,51,UPDATE
3355870,4539,2837.0,79,UPDATE
3355890,6209,3876.0,51,UPDATE
3355900,6809,4251.0,51,UPDATE
3355912,5449,3404.0,100,UPDATE
3355922,6049,3777.0,100,UPDATE
3356181,3549,2213.0,23,UPDATE
3356195,5169,3231.0,24,UPDATE
3356237,4109,2568.0,23,UPDATE
3356244,3629,2267.0,50,UPDATE
3356258,4709,2942.0,50,UPDATE
3356286,5629,3513.0,50,UPDATE
3356293,6459,4032.0,50,UPDATE
3356301,5849,3652.0,91,UPDATE
3356307,3569,2230.0,24,UPDATE
3356308,2989,1864.0,96,UPDATE
3356329,4349,2717.0,96,UPDATE
3356343,4509,2818.0,96,UPDATE
3356357,5129,3202.0,96,UPDATE
3356363,4149,2593.0,24,UPDATE
3356364,3539,2208.0,96,UPDATE
3356378,3549,2214.0,96,UPDATE
3356385,4099,2562.0,96,UPDATE
3356399,4039,2524.0,96,UPDATE
3356420,5739,3583.0,96,UPDATE
3356427,5819,3636.0,96,UPDATE
3356433,3639,2275.0,23,UPDATE
3356489,4219,2637.0,23,UPDATE
3356553,5979,3733.0,109,UPDATE
3356559,3879,2422.0,23,UPDATE
3356608,5879,3670.0,79,UPDATE
3356615,4459,2784.0,23,UPDATE
3356622,3959,2474.0,51,UPDATE
3356629,4049,2526.0,79,UPDATE
3356636,4899,3062.0,51,UPDATE
3356650,4679,2923.0,79,UPDATE
3356657,5269,3291.0,79,UPDATE
3356664,5969,3731.0,51,UPDATE
3356671,6779,4234.0,51,UPDATE
3356679,5919,3699.0,100,UPDATE
3356691,3969,2478.0,24,UPDATE
3356706,4799,2994.0,24,UPDATE
3356736,4099,2559.0,24,UPDATE
3356741,4549,2840.0,24,UPDATE
3356811,4689,2928.0,24,UPDATE
3356920,3339,2086.0,24,UPDATE
3356926,3409,2131.0,24,UPDATE
3356936,4259,2658.0,24,UPDATE
3356946,4809,3004.0,24,UPDATE
3356950,4559,2848.0,24,UPDATE
3356956,4779,2984.0,24,UPDATE
3356966,5049,3153.0,24,UPDATE
3356970,4799,2998.0,24,UPDATE
3356976,4929,3076.0,24,UPDATE
3356986,5569,3478.0,24,UPDATE
3356990,5119,3197.0,24,UPDATE
3356996,5399,3370.0,24,UPDATE
3357000,3759,2346.0,24,UPDATE
3357006,3899,2435.0,24,UPDATE
3357010,3549,2217.0,24,UPDATE
3357020,3799,2370.0,24,UPDATE
3357026,3909,2441.0,24,UPDATE
3357030,4319,2700.0,24,UPDATE
3357036,4449,2779.0,24,UPDATE
3357050,4279,2671.0,24,UPDATE
3357056,4399,2745.0,24,UPDATE
3357060,4739,2958.0,24,UPDATE
3357070,5229,3268.0,24,UPDATE
3357080,5759,3597.0,24,UPDATE
3357086,6159,3845.0,24,UPDATE
3357090,5939,3710.0,24,UPDATE
3357096,6079,3797.0,24,UPDATE
3357100,3379,2109.0,24,UPDATE
3357106,3449,2155.0,24,UPDATE
3357110,4399,2750.0,24,UPDATE
3357116,4339,2707.0,24,UPDATE
3357120,4869,3041.0,24,UPDATE
3357126,4889,3052.0,24,UPDATE
3357130,4599,2870.0,24,UPDATE
3357140,5119,3196.0,24,UPDATE
3357146,5119,3200.0,24,UPDATE
3357150,4839,3020.0,24,UPDATE
3357156,4959,3099.0,24,UPDATE
3357160,5629,3518.0,24,UPDATE
3357166,4629,2890.0,24,UPDATE
3357170,5159,3223.0,24,UPDATE
3357176,5439,3397.0,24,UPDATE
3357180,3859,2410.0,24,UPDATE
3357186,3939,2459.0,24,UPDATE
3357190,3589,2239.0,24,UPDATE
3357210,4359,2722.0,24,UPDATE
3357216,4489,2802.0,24,UPDATE
3357220,5879,3674.0,24,UPDATE
3357236,4439,2769.0,24,UPDATE
3357240,4769,2980.0,24,UPDATE
3357250,5269,3289.0,24,UPDATE
3357260,5789,3618.0,24,UPDATE
3357266,6189,3868.0,24,UPDATE
3357270,5979,3735.0,24,UPDATE
3357276,6229,3888.0,24,UPDATE
3357284,3999,2496.0,23,UPDATE
3357286,3489,2179.0,86,UPDATE
3357304,5529,3454.0,24,UPDATE
3357336,5029,3139.0,86,UPDATE
3357356,5509,3441.0,86,UPDATE
3357364,4569,2852.0,23,UPDATE
3357366,3989,2488.0,86,UPDATE
3357374,4079,2546.0,50,UPDATE
3357386,3999,2494.0,86,UPDATE
3357394,5009,3126.0,50,UPDATE
3357396,4539,2837.0,86,UPDATE
3357416,4489,2804.0,86,UPDATE
3357434,6159,3845.0,50,UPDATE
3357444,6839,4275.0,50,UPDATE
3357446,6169,3854.0,86,UPDATE
3357456,6199,3872.0,86,UPDATE
3357464,4039,2520.0,24,UPDATE
3357466,3459,2158.0,91,UPDATE
3357476,4379,2736.0,43,UPDATE
3357486,4859,3036.0,43,UPDATE
3357490,4549,2839.0,38,UPDATE
3357496,4759,2972.0,91,UPDATE
3357506,5099,3187.0,43,UPDATE
3357510,4789,2989.0,38,UPDATE
3357516,4999,3119.0,91,UPDATE
3357526,5629,3517.0,43,UPDATE
3357530,5109,3191.0,38,UPDATE
3357536,5479,3422.0,91,UPDATE
3357540,3739,2337.0,38,UPDATE
3357544,4619,2882.0,24,UPDATE
3357546,3949,2468.0,91,UPDATE
3357550,3539,2207.0,38,UPDATE
3357560,3779,2360.0,38,UPDATE
3357566,3959,2474.0,91,UPDATE
3357570,4309,2691.0,38,UPDATE
3357576,4509,2817.0,91,UPDATE
3357590,4259,2661.0,38,UPDATE
3357596,4459,2784.0,91,UPDATE
3357600,4719,2949.0,38,UPDATE
3357610,5219,3259.0,38,UPDATE
3357620,5749,3588.0,38,UPDATE
3357630,5929,3704.0,38,UPDATE
3357636,6169,3854.0,91,UPDATE
3357640,3389,2114.0,43,UPDATE
3357644,4109,2564.0,23,UPDATE
3357646,3519,2195.0,104,UPDATE
3357656,4509,2815.0,49,UPDATE
3357666,5079,3171.0,49,UPDATE
3357670,4599,2875.0,43,UPDATE
3357676,4819,3009.0,104,UPDATE
3357686,5219,3261.0,49,UPDATE
3357690,4839,3025.0,43,UPDATE
3357696,5049,3155.0,104,UPDATE
3357706,5749,3591.0,49,UPDATE
3357710,5159,3224.0,43,UPDATE
3357716,5539,3458.0,104,UPDATE
3357720,3869,2415.0,43,UPDATE
3357724,4689,2926.0,23,UPDATE
3357726,4009,2505.0,104,UPDATE
3357730,3599,2245.0,43,UPDATE
3357740,3839,2397.0,43,UPDATE
3357746,4019,2511.0,104,UPDATE
3357750,4369,2727.0,43,UPDATE
3357756,4569,2854.0,104,UPDATE
3357770,4319,2699.0,43,UPDATE
3357776,4519,2821.0,104,UPDATE
3357780,4779,2985.0,43,UPDATE
3357790,5279,3294.0,43,UPDATE
3357800,5799,3623.0,43,UPDATE
3357806,6199,3870.0,104,UPDATE
3357810,5979,3736.0,43,UPDATE
3357816,6229,3888.0,104,UPDATE
3357824,4339,2712.0,23,UPDATE
3357826,3669,2289.0,95,UPDATE
3357856,5029,3142.0,95,UPDATE
3357876,5039,3147.0,95,UPDATE
3357894,6259,3910.0,79,UPDATE
3357896,5589,3492.0,95,UPDATE
3357904,4919,3074.0,23,UPDATE
3357906,4149,2593.0,95,UPDATE
3357914,4419,2758.0,51,UPDATE
3357924,4429,2766.0,79,UPDATE
3357926,4029,2517.0,95,UPDATE
3357934,5299,3310.0,51,UPDATE
3357936,4779,2986.0,95,UPDATE
3357954,5109,3193.0,79,UPDATE
3357956,4729,2956.0,95,UPDATE
3357964,5519,3445.0,79,UPDATE
3357974,6519,4073.0,51,UPDATE
3357984,7169,4481.0,51,UPDATE
3357986,6249,3902.0,95,UPDATE
3357996,6369,3979.0,95,UPDATE
3358255,3879,2422.0,23,UPDATE
3358269,5449,3406.0,24,UPDATE
3358311,4429,2764.0,23,UPDATE
3358318,3959,2471.0,50,UPDATE
3358332,4939,3087.0,50,UPDATE
3358360,6069,3793.0,50,UPDATE
3358367,6749,4215.0,50,UPDATE
3358375,6119,3824.0,91,UPDATE
3358381,3909,2443.0,24,UPDATE
3358382,3359,2100.0,96,UPDATE
3358403,4709,2938.0,96,UPDATE
3358417,4849,3030.0,96,UPDATE
3358431,5409,3380.0,96,UPDATE
3358437,4469,2792.0,24,UPDATE
3358452,3849,2405.0,96,UPDATE
3358501,6099,3807.0,96,UPDATE
3358507,3979,2486.0,23,UPDATE
3358563,4539,2834.0,23,UPDATE
3358627,6149,3840.0,109,UPDATE
3358633,4209,2628.0,23,UPDATE
3358682,6179,3857.0,79,UPDATE
3358689,4769,2976.0,23,UPDATE
3358696,4279,2674.0,51,UPDATE
3358703,4379,2734.0,79,UPDATE
3358710,5229,3267.0,51,UPDATE
3358724,5049,3152.0,79,UPDATE
3358731,5449,3402.0,79,UPDATE
3358738,6319,3945.0,51,UPDATE
3358745,7069,4416.0,51,UPDATE
3358753,6289,3930.0,100,UPDATE
3358760,4299,2682.0,24,UPDATE
3358775,5179,3234.0,24,UPDATE
3358800,4849,3030.0,24,UPDATE
3358852,2449,1530.0,31,UPDATE
3358862,2909,1814.0,31,UPDATE
3358872,3389,2113.0,31,UPDATE
3358882,3689,2306.0,31,UPDATE
3358892,4109,2563.0,31,UPDATE
3358902,3969,2481.0,31,UPDATE
3358912,4529,2826.0,31,UPDATE
3358932,4579,2857.0,31,UPDATE
3358942,4979,3108.0,31,UPDATE
3358962,2969,1852.0,31,UPDATE
3358972,3389,2117.0,31,UPDATE
3358982,3699,2310.0,31,UPDATE
3358992,4109,2567.0,31,UPDATE
3359002,3989,2490.0,31,UPDATE
3359012,4539,2835.0,31,UPDATE
3359032,4579,2861.0,31,UPDATE
3359042,4989,3113.0,31,UPDATE
3359052,2439,1521.0,35,UPDATE
3359062,2889,1806.0,35,UPDATE
3359072,3369,2104.0,35,UPDATE
3359082,3679,2297.0,35,UPDATE
3359092,4089,2555.0,35,UPDATE
3359102,3959,2475.0,35,UPDATE
3359112,4519,2820.0,35,UPDATE
3359132,4559,2848.0,35,UPDATE
3359142,4959,3100.0,35,UPDATE
3359162,2869,1793.0,90,UPDATE
3359172,3289,2054.0,90,UPDATE
3359202,3939,2462.0,90,UPDATE
3359212,4409,2756.0,90,UPDATE
3359232,4459,2782.0,90,UPDATE
3359242,4939,3086.0,90,UPDATE
3359252,2379,1484.0,109,UPDATE
3359262,2879,1798.0,109,UPDATE
3359272,3299,2059.0,109,UPDATE
3359282,3599,2248.0,109,UPDATE
3359292,4079,2546.0,109,UPDATE
3359302,3949,2466.0,109,UPDATE
3359312,4419,2760.0,109,UPDATE
3359332,4459,2787.0,109,UPDATE
3359342,4949,3091.0,109,UPDATE
3359352,2589,1615.0,92,UPDATE
3359362,3089,1930.0,92,UPDATE
3359372,3579,2233.0,92,UPDATE
3359382,3829,2388.0,92,UPDATE
3359392,4309,2692.0,92,UPDATE
3359402,4109,2566.0,92,UPDATE
3359412,4659,2910.0,92,UPDATE
3359432,4709,2940.0,92,UPDATE
3359442,5199,3250.0,92,UPDATE
3359450,3359,2095.0,31,UPDATE
3359457,4079,2546.0,31,UPDATE
3359464,4499,2810.0,31,UPDATE
3359471,4949,3090.0,31,UPDATE
3359478,3359,2100.0,31,UPDATE
3359485,4079,2550.0,31,UPDATE
3359492,4519,2819.0,31,UPDATE
3359499,4959,3095.0,31,UPDATE
3359506,3339,2087.0,35,UPDATE
3359513,4059,2537.0,35,UPDATE
3359520,4489,2804.0,35,UPDATE
3359527,4939,3082.0,35,UPDATE
3359541,3969,2480.0,90,UPDATE
3359548,4389,2740.0,90,UPDATE
3359555,4919,3069.0,90,UPDATE
3359562,3269,2042.0,109,UPDATE
3359569,3979,2484.0,109,UPDATE
3359576,4399,2744.0,109,UPDATE
3359583,4919,3073.0,109,UPDATE
3359590,3489,2176.0,87,UPDATE
3359597,4209,2626.0,87,UPDATE
3359604,4639,2894.0,87,UPDATE
3359611,5079,3172.0,92,UPDATE
3359670,3769,2351.0,24,UPDATE
3359674,4279,2670.0,24,UPDATE
3359680,4489,2801.0,24,UPDATE
3359684,4409,2752.0,24,UPDATE
3359690,4879,3046.0,24,UPDATE
3359694,4839,3023.0,24,UPDATE
3359700,5369,3351.0,24,UPDATE
3359714,4289,2677.0,24,UPDATE
3359720,4489,2805.0,24,UPDATE
3359724,4419,2762.0,24,UPDATE
3359730,4889,3056.0,24,UPDATE
3359744,3659,2285.0,24,UPDATE
3359750,3749,2342.0,31,UPDATE
3359754,4269,2665.0,24,UPDATE
3359760,4469,2793.0,31,UPDATE
3359764,4399,2748.0,24,UPDATE
3359770,4869,3040.0,31,UPDATE
3359774,4829,3017.0,24,UPDATE
3359780,5349,3342.0,31,UPDATE
3359790,3669,2288.0,86,UPDATE
3359800,4449,2779.0,86,UPDATE
3359810,4759,2972.0,86,UPDATE
3359820,5329,3329.0,86,UPDATE
3359824,3639,2272.0,45,UPDATE
3359830,3669,2293.0,105,UPDATE
3359834,4249,2652.0,45,UPDATE
3359840,4459,2784.0,105,UPDATE
3359844,4389,2738.0,45,UPDATE
3359850,4769,2976.0,105,UPDATE
3359854,4809,3005.0,45,UPDATE
3359860,5339,3334.0,105,UPDATE
3359870,3889,2431.0,88,UPDATE
3359880,4699,2934.0,88,UPDATE
3359890,5009,3131.0,88,UPDATE
3359900,5499,3433.0,88,UPDATE
3359908,3659,2287.0,31,UPDATE
3359915,4439,2770.0,31,UPDATE
3359922,4729,2956.0,31,UPDATE
3359929,5299,3309.0,31,UPDATE
3359936,3739,2332.0,31,UPDATE
3359950,4749,2965.0,31,UPDATE
3359957,5309,3313.0,31,UPDATE
3359964,3649,2279.0,35,UPDATE
3359971,4419,2761.0,35,UPDATE
3359978,4719,2950.0,35,UPDATE
3359985,5279,3300.0,35,UPDATE
3359992,3629,2266.0,90,UPDATE
3359999,4329,2701.0,90,UPDATE
3360006,4699,2937.0,90,UPDATE
3360013,5259,3287.0,90,UPDATE
3360020,3639,2271.0,109,UPDATE
3360027,4329,2706.0,109,UPDATE
3360034,4709,2942.0,109,UPDATE
3360048,3859,2407.0,92,UPDATE
3360055,4559,2849.0,92,UPDATE
3360062,4949,3093.0,92,UPDATE
3360069,5429,3389.0,92,UPDATE
3360184,2519,1569.0,31,UPDATE
3360194,3099,1936.0,31,UPDATE
3360204,3519,2199.0,31,UPDATE
3360214,3609,2251.0,31,UPDATE
3360224,4089,2555.0,31,UPDATE
3360284,2559,1594.0,31,UPDATE
3360294,3139,1960.0,31,UPDATE
3360304,3629,2264.0,31,UPDATE
3360314,3639,2275.0,31,UPDATE
3360324,4129,2579.0,31,UPDATE
3360392,3739,2335.0,23,UPDATE
3360394,3169,1979.0,90,UPDATE
